Username,Rating,Date,Opinion
Marianek,9,2018-11-28 15:56:52,"Oko: bursztynowy wpadający w pomarańcz, lekko zamglony. Piana lekko przybrudzona biel, niezbyt wysoka, średniogęsta, dość trwała.<br>Nos: już po otwarciu kapsla uderza spora dawka cytrusów i żywicy, z czasem pojawia się sporo owoców tropikalnych i egzotycznych, do tego podstawa słodowa, w tym karmel. Z butelki jeszcze ciekawiej, bardziej owocowo, zarówno słodkie, wytrawne i kwaskowe akcenty owocowe nawet po skórki cytrusów oraz zioła i żywica. Na pierwszym planie chmiele, dalej słody z karmelem. Intensywny.<br>Smak: najpierw spora dawka słodyczy w typie owocowym oraz podstawa słodowa z karmelem, ale przyjemnie, dalej wytrawność i kwaskowość od różnych owoców. Goryczka solidna, narasta z każdym łykiem, jest dość krótka, przyjemna, owocowo-żywiczna. Z czasem trochę zalega na języku i podniebieniu, ale w przyjemny sposób. Dość gładkie, ale jak na 19 plato mało ciała, alkohol bardzo dobrze ukryty. <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Soket,10,2018-11-21 21:39:21,"Geniusz piwo, cytrusy kamuflują morderczą goryczkeę i moc<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
oranjefan,10,2018-10-03 00:17:12,"Piłem wcześniej Komesowego Tripla, i wydawał się całkiem OK, ale w porównaniu z tym piwem i z aromatem tego piwa, to jest zupełnie inna liga i piwo totalnie warte dopłacenia 2-3 zł. <br><br>Aromat obłędny, bardzo owowocy, soczkowy, ale zarazem z wyczuwalną taką chmielową granulatowością. Czuć po prostu granulat chmielowy, czyli poza wspomnianymi przyjemnymi nutami ananasa, brzoskwiń, melona czuć nutę ziołową, łodygową. <br><br>Piwo opalizujące, złociste, o średnio obfitej pianie, która znika niemalże kompletnie pozostając jedynie w formie pajęczynki na powierzchni piwa i cieniutkim pierścieniu przy ściankach szkła. Biała. Szybko opadła i nie zdobi szkła.<br><br>Pół-wytrawne, pomimo słodkiego i owocowego aromatu piwo zdaje się być jednak trochę wodniste, ale może to odróżnia je od popularnych ostatnio Vermont IPA i Wrężelowego Vermont Double IPA. Słodowa pełnia niska. W smaku zaś owocowe, paradoksalnie lekkie i pijalne, goryczka - średnio wysoka. Owocowo spirytusowy jednak finish i aftertaste. Niezbyt przyjemny.<br><br>Double IPA która smakuje niemalże jak regularna wersja IPY za wyjątkiem trochę alkoholowego finishu. Mimo to dobre piwo. <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
marcin729,8,2018-12-05 17:14:03,"Mimo swojej mocy czuję jarzębinę, jej kwaśny smak(od pierwszego łyka). Ładna piana, długo utrzymujące się firanki. Zapach słodowy, nieco lepsze od terra donum. Minus trochę za słodkie.        Kolejny minus to cena ach ta cena ????<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Thesloma,8,2018-02-25 21:59:15,"Zapach : mało intesywny choć da się wyczuć słodkie akcenty typu toffi , a do tego różnego rodzaju bakalię a mianowicie figi ,morele i daktyle. Ogółem pachnie też podstawą słodową barley wine'a , ale też może delikatnie się tutaj sugeruje ale jarzębiną<br><br>Smak : słodko , bardzo słodko ale w sposób przyjemny i nie zapychający , miejscami jarzębina przełamuje smak słodyczy i daje od niej odpocząć lekką kwaskowatą nutą.<br><br>Przyzwoity barley wine , alkohol nie wyczuwalny choć też minus , że nie grzeje w przełyku ani w brzuchu. Piwo smaczne , choć jak zwykle przez kormorana za bardzo limitowane i ""nahypowane"" bo cudów nie ma jakich by się konsument spodziewał po cenie i limitowaniu.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,8,2018-02-18 11:08:47,"Oko: ciemny rubinowy/mahoniowy, niemal klarowny. Piana écru wpadająca w żółty, niska, szybko znika do niewielkiego krążka.<br>Nos: bardzo słodko wręcz syropowo, aromat niezbyt intensywny: karmel, toffi, bakalie w postaci rodzynek, fig.<br>Smak: słodko, ale nie ulepkowato. Podobnie jak w aromacie: karmel, toffi, rodzynki, figi, do tego w finiszu lekka goryczka i cierpkość od owocu jarzębiny. Alkoholu nie czuć absolutnie, nawet nie grzeje za bardzo  w przełyk, bardzo pijalne. Wysycenie bardzo niskie. Niestety, nie ma efektu ?wow?, mało się dzieje. Do bólu poprawny barley wine. Jarzębina niewiele wniosła.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
prisoner,9,2018-01-31 10:24:22,"Piwo bardzo degustacyjne do powolnej konsumpcji, szkoda, że takie małe. Słodkie bardzo w smaku, chodź jarzębina trochę łagodzi tę słodycz. Alkohol dobrze ułożony, ale rozgrzewa w przełyku. Mogło by poleżeć w jakiejś beczce po bourbonie czy innym trunku nabrało by większego charakteru. ale ogólnie bardzo dobre.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Mr._Porter,9,2018-10-13 17:24:52,"Przede wszystkim piękny zapach. Daktyle, wiśnie, rodzynki i palony karmel. Piana niezbyt trwała. W smaku dzieje się dużo mniej, jest karmel, trochę suszonych owoców.Trzeba jednak oddać, że piwo jest dobrze ułożone, alkohol kompletnie niewyczuwalny.<br>Klasyk który trzeba spróbować.<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
oranjefan,9,2018-06-17 17:06:01,"W aromacie rodzynki, figi, szlachetny alkohol w stylu sherry, dojrzała gruszka, karmel, przypieczona skórka od chleba. Słodkawy, intensywny, bogaty. <br><br>Piwo o brązowej barwie, delikatnie opalizujące. Piana średnio obfita, jasno beżowa, zbudowana z drobnej wielkości bąbelków która dzięki wysyceniu i pracy piwa w szkle opada bardzo powoli i długo pozostaje na powierzchni piwa. Zdobi szkło w postaci grubej i gęstej koronki. <br><br>Pół-słodkie, średnio nasycone dwutlenkiem węgla. Alkoholowe, szczypiące w podniebienie jednak znów w szlachetny sposób whisky bądź sherry. Pełne, owocowo estrowe, z nutami fig, przypalonego spodu od ciasta i przyprawowo tanicznym/beczkowym finishem. Goryczka średnia, dobrze wyczuwalna. Aftertaste taniczny, orzechowy, lekko alkoholowy. <br><br>Piwo na długi wieczór przy dobrej książce/filmie. Bardzo wyraziste, charakterne, w którym alkohol mocno daje o sobie znać że mamy do czynienia z czymś wyjątkowym do czego trzeba podejść z dystansem i należytą cierpliwością bo szybkie wypicie świadczyć będzie o braku szacunku dla belgijskiej klasyki i poskutkuje niezłym kopem w czerep ;)<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,9,2018-04-22 11:24:11,"Oko: mahoniowy kolor, piana écru, gęsta, wysoka i trwała.<br>Nos: bogaty estrowy aromat z akcentami solidnej bazy słodowej: karmel, toffi, biszkopt.<br>Smak: złożony, początkowo słodkie akcenty od słodowej bazy i owocowe nuty, z czasem przechodzi w wytrawny finisz z wyraźnym wpływem drożdży (kwaskowośc plus pikantna przyprawowość) oraz dobrze zaznaczona goryczka. Alkohol minimalny i bardzo przyjemny.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
piwolog,7,2018-11-24 19:58:47,"Bez wątpienia najbardziej przereklamowane piwo jakiego dane mi było próbować. Absotnie nie warte swojej ceny. Zapłaciłem 38 zł, więc można by za to kupić np. 3 butelki ""Księżniczki burgunda"". O wyglądzie nie napisze bo nie ma o czym. Najładniej to w tym piwie wygląda opakowanie. Zapach jak już ktos pisał zdominowany przez maggi. W smaku wychodzi wszechobecny alkohol. Piłem warkę odleżakowaną 12 miesięcy, liczyłem na to że bardziej się ułoży. Daję 7 bo jako porter daje radę, ale w kategorii jakosci do ceny powinno dostać 4. Na pewno nie powtórzę.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
nietzsche,5,2018-10-17 21:57:43,"Wygląd: Kolor brunatno rubinowy, bardzo klarowne, pod światło przezroczyste, piana na alibi<br>Zapach: Bardzo wędzono-śliwkowe, trochę karmelu, kawy zbożowej, jakieś nuty melanoidynowe, bardzo wyraźna maggi<br>Smak: Zaskakująco wodnisty jak na imperialny porter bałtycki, alkohol jeszcze nie ukryty, ale do terminu ma parę miesięcy, z drugiej strony, maggi jest już bardzo wyraźna (i przegięta), więc nie wiem jak może być z leżakowaniem. Bardzo mocna śliwka wędzona, ale obawiam się, że bez niej to nie byłby porter nawet w top porterów regionalnych i koncernowych. Fakt, tu śliwka robi robotę, ale to nie jest wielka sztuka ;) zresztą to IP zapoczątkowało fazę na portery ze śliwką i cześć tych podróbek robi większe wrażenie. Po odjęciu śliwki mamy porter na poziomie Corneliusa lub Ciechana (czyli słodki, bardziej karmelowy niż palony i wodnisty).  Szału nie ma żadnego, okrutnie nahajpowane, uczciwa ocena to 6/10, ale obniżam za jakość w stosunku do ceny i zachodu potrzebnego do jego zdobycia. Nie piłem pierwszej warki, druga była lepsza, nie tak wodnista, ale też nie robiła wrażenia takiego jak piwa tańsze (w tym BA, ale powiedzmy, że z przyzwoitości je pominę) i dostępne od ręki w każdym sklepie specjalistycznym. No ale trzeba tworzyć legendy.<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,7,2018-09-05 19:49:06,"Oko: kolor herbaty z miodem, dość klarowny.<br>Nos: herbata, kolendra i delikatnie karmelowo-owocowe. Z czasem herbata coraz wyraźniejsza. Ze szkła też bardziej herbaciana. Ciekawy aromat<br>Smak: podstawa słodowa, lekko karmelowa z owocami cytrusowymi, goryczka herbaciano-cytrusowo-żywiczna. Goryczka dość solidna, nie zalega. Z czasem, po ogrzaniu coraz bardziej wychodzi karmel w smaku.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
MateoKrk_,9,2017-11-13 23:13:26,Barwa Jasno-Bursztynowa Zmętniona   w Aromacie Chmielowe Kokos Cytrusy  Owoce Tropikalne  Herbaciane Akcenty     w Smaku Delikatne Cytrusy Owoce Tropikalne   Kokos  Zielona Herbata   Goryczka Dobra Zalegająca Grejpfrutowo-Chmielowa  Chmiel Sorachi Ace Bardzo Mi Smakuje Więc Piwo Ląduje Do Ulubionych :) <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic
GENzo,9,2017-10-29 13:30:21,"Bez dwóch zdań jest to mega solidne piwo. Wygląd jest perfekcyjny , piana jak z betonu , za nic w świecie nie chciała opaść. Dopiero po bardzo długim czasie zaczęła powoli znikać zostawiając ciekawy lacing. W aromacie ewidentnie czuć ze mamy do czynienia z chmielem sorachi , kokos jest wyraźny, świeży natomiast mało intensywny. W smaku wytrawne , dużo herbacianych nut zwieńczonych bardzo wysoka goryczką. Jest to moje pierwsze piwo z tego browaru i z pewnością nie ostatnie , oby reszta ich zestawienia była na tym samym poziomie.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Bob,7,2017-09-10 00:16:37,"Pierwsze odczucie: SZTOS... Mega świeży kokos. W smaku podobnie. Niestety drugi i trzeci łyk wszystko zdradził. Piwo jest bardzo słabo pijalne, aromat szybko uleciał. Dziwne choć intrygujące piwo. <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Bavking,9,2018-12-08 09:03:09,"Trochę słodkie czerwone wino, trochę rodzynki, trochę coca cola, trochę kawa, trochę czekolada i zgodne ze stylem niskie wysycenie. Bardziej niż quadrupla przypomina mi barley wine, nie mniej, piłem z ogromną przyjemnośćią. Ponadto alkoho bardzo dobrze ukryty, mimo 9,2% prawie niewyczuwalny, bardzo szlachetny, cudownie łaskoczący na końcu języka. 9/10<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
nietzsche,8,2018-10-30 22:06:16,"Wygląd: Kolor brunatny, ciemne i bardzo klarowne, piana niewysoka, ale drobna, ładnie oblepia szkło<br>Zapach: Po otwarciu wyraźna czekolada, ael tylko przez chwilę, może jakieś dalekie kakao się przewija, odrobina kawy zbożowej, dużo suszonych owoców, jakieś wzmacniane wino, rodzynka, kolendra i odrobina chmielu.<br>Smak: Naprawdę bogactwo, quadruple są zwykle mocno odfermentowane, a tu mamy ponadprzeciętnie pełne, wyklejające piwo, ponadto zbyt kwaskowe jak na styl, niemniej bardzo dobre. Dużo owoców suszonych, czerwonych i czarnych, śliwka, a może nawet powidło, karmel, jakieś wino czerwone, choć raczej sherry, rodzynka, wiśnia, przyprawowość.<br>Bardzo mocno melanoidynowe, takie pod portera czy koźlaka wręcz, to jest tu ewidentnie polskiego, w połączeniu z pozostałymi smakami daje dosyć wyraźnie piernikiem<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Gogo,8,2016-04-14 20:47:31,"Zwykła Buba mi smakowała, ale Fest Buba ? Wow.<br>Bardzo wyraźny aromat w którym na samym początku dało się wyczuć lekko wędzone rodzynki ze szlachetnym alkoholem w tle. Do tego trochę palonych słodów, generalnie wiadomo że mamy do czynienia z ciemnym piwem. Piana na początku powstaje bardzo wysoka, ale dośc szybko się redukuje do obwódki. W smaku niezwykle pełne, degustacyjne, słodkie z alkoholową kontrą goryczki. Piwo bardzo szybko uderza do głowy, w końcu 11% to nie eurolager. I z tym jest moim zdaniem pewien problem- piwo jest świetne, degustacyjne, ale z racji na jego woltaż uważam że powinno być jednak sprzedawane w butelkach 0.33 litra.<br>Nie wiem czy mam prawo do zestawienia Fest Buby z Rochefort 10, ale nasza rodzima produkcja od Szałpiw bije moim zdaniem Rochefort na głowę.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,9,2016-04-13 17:41:15,"Oko: barwa ciemnobrunatna, niemal wpada w czerń. Piana niezbyt obfita i szybko zanika.<br>Nos: najpierw słodycz od suszonych owoców, rodzynki, odrobina karmelu, jest tez nuta drożdżowa i przyprawowa. Z czasem coraz silniej zaznacza się nuta drożdżowa i kwaskowość zasłania słodycz.<br>Język: bardzo złożony smak, ale dominacja słodkiego. Mamy silną podstawę słodową odczuwalna jako skórka pieczona razowego chleba,  czerwone kandyzowane owoce, winogrona, karmel, tofi, przyprawy dalekowschodnie i orzeźwiający posmak drożdży. Finisz: przyprawowo-drożdżowy. Momentami przypomina słodka pralinę z wykwintnym nadzieniem, jest na języku posmak gorzkiej czekolady.<br>Jedno z lepszych polskich piw jakie piłem. Wybitnie degustacyjne, a poszukanie wszystkich aromatów wymagało spożycia akuratnie 0,5 litra. Polecam i sam myślę o zakupie drugiej butelki.<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,9,2018-06-17 21:24:27,"Oko: głęboka czerń, piana ciemny beż, dość gęsta, niezbyt wysoka, średnio trwała, zostawia nikły ślad na szkle.<br>Nos: niesamowity aromat zarówno z butelki jak i szkła. Kokos, wanilia, dębina, w tle szlachetne nuty whisky (nie torfowa, zdecydowanie owocowo-kwiatowa musiała być) do tego nuty palonych słodów głównie palonego zboża i czekolada mleczna. Z czasem, po otwarciu się aromatu, czuć lekko typowe nuty dla polskiego portera bałtyckiego ? skórka chleba i suszona śliwka (subtelnie).<br>Smak: chyba jeszcze lepszy niż zapach. Generalnie słodko, ale umiarkowanie: kokos, wanilia, dębina, nuty whisky, na finiszu nieśmiało palone nuty a'la porter bałtycki wychodzą, ale nie kontrują do końca słodyczy. Z czasem zaznacza się kwaskowość, ale przyjemna, głównie jako suszona lub wędzona śliwka. Alkohol delikatnie się objawia w postaci szlachetnej nuty, tylko dodaje temu piwo walorów. Znakomity degustacyjny porter bałtycki, bardzo dobrze ułożony.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
nietzsche,9,2017-11-29 23:59:01,"Zapach: daje mocno nie tyle beczką, co samą whisky, trochę drewna oczywiście też jest, dużo kawy, mocno palone, to w zasadzie kawa z kokosem i wanilią, w ilu piwach się ich doszukiwałem, a tu jakby ktoś dowalił aromatem ;) jakiś deser czekoladowo-śmietankowy, zapach jest obłędny, pachnie jak jakiś RIS<br>Smak: wciąż mocno alkoholowe, więc leżakowanie dobrze mu zrobi, bo termin ma do lutego, gęste, puszyste, wyklejające, w smaku już jednak bardziej porter, mleczno czekoladowy, słodkawy, kawowy (zbożówka i naturalna), dużo whisky, beczkowa taniczność, kokos z wanilią, spieczona skórka chleba, odrobina orzecha, śliwki i wiśni, ono się będzie doskonale starzeć, dobrze, że mam jeszcze jedno.<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Gogo,9,2017-05-26 19:52:41,"Piękny kartonik, fajna etykieta, a zawartość... petarda. Bardzo intensywna beczka po whisky ! Intensywnością kojarzy mi się z Samcem Alfa a nawet Fest Bubą. W smaku słodkie z konkretną kontrą goryczy. Chciało by się pić po małym łyczku przez jak najdłuższy czas.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
oranjefan,8,2017-02-23 22:27:15,"Słodki aromat przypominający RISa. Na pierwszym planie gra beczka - zarówno w postaci aromatów dębiny jak i nut whisky, oraz - migdałów, marcepanu i wanilii w tle. Poza tym trochę czekolady, paloności i kawy zbożowej. Delikatnie też wyczuwalny alkohol. <br>Po przelaniu do szkła uciekł przyjemny słodki aromat. Próżno szukać wanilii czy czekolady. Teraz totalnie dominuje whisky, odrobinę sos sojowy oraz nuta która mi osobiście kojarzy się z suszonymi grzybami.<br><br>Piwo ciemnobrunatne, delikatnie opalizujące. W szkle czarne, nieprzejrzyste. Nie przepuszcza światła ani nie puszcza żadnych refleksów nawet przy nóżce kieliszka. Piana obfita, beżowa. Zbudowana ze średnich i dużych bąbelków. Wydaje syczący dźwięk i dośc szybko opada. Po chwili dopiero nieco się uspokaja i pozostaje cieniutka warstewka jednak dość grubo pęcherzykowa. Nie pozostawia śladu na szkle, ale piwo jest na tyle gęste i ciemne, że ono właśnie zostawia ""łezki"" na ściankach szkła po głębszym łyku.<br><br>W smaku pełne, gładkie, słodkie i wyklejające. Likierowate, gęste. Wysycenie bliskie zeru. Piwo nie jest słodkie na sposób czekoladowy. Słodycz pochodzi z wysokiej pełni i słodowego charakteru piwa, który niespecjalnie jest jakoś kontrowany przez chmielową goryczkę. Piwo o czekoladowo-palonym posmaku, z nutą zbożowej kawy oraz delikatnie wyczuwalnym aromatem mocno przypieczonej skórki od ciemnego pieczywa. Goryczka jak wspomniałem niska. Dość znaczne za to alkoholowe ogrzewanie w przełyku. Co któryś łyk nawet nieco drapiące. Jednak odczucie to nie jest ordynarne a raczej właśnie szlachetne. Aftertaste delikatnie kwaskowaty i czekoladowy zarazem. <br><br>Myślę że bardzo udane piwo. O ile aromat w butelce początkowo mógł przypominać RISa o tyle w smaku jednak jest bliżej temu piwu do porteru. Więc okej :-)<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Jacelinho,9,2018-11-18 20:48:50,"Barwa blado-żółta . zmętniona , typowa dla stylu. Piana niezbyt trwała i nie zostawia lacingu. W aromacie ładnie czuć amerykański chmiel , soczkowe aromaty , soczysty i fajny aromat. W smaku jest podobnie jak w aromacie , fajna soczystość , niska goryczka jak to w New England IPA. Gaz na średnim poziomie jak dla mnie w sam raz. Ogólnie przepyszny Vermont , jeden z najlepszych w Polsce. Warka 11,04,2019 i w opisie jest błąd bo piwo ma 6 % alkoholu. PP jak zawsze na wysokim poziomie. <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
kasetinho,10,2018-10-22 09:30:47,"genialne, najlepsza NEIPA jaką piłem - PP jak zawsze nie zawodzi<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
walet,9,2018-07-24 09:54:46,"Kran, to piwo to trochę taki żart Piwnego Podziemia bo smakuje jak cytrusowa lemoniada ale żart bardzo udany , mało gazu , świetny zapach i smak i mimo dość wysokiego alkoholu - orzeźwiający ideał na letnie upały , brawo !<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
bartoolino,9,2018-07-10 20:17:50,Bardzo smaczne i udane piwo. BARWA-Lemoniadow0-mleczna. SMAK- wyczuwalne nuty owocowe głównie tropikalne i cytrusowe z bardzo lekką goryczką co jest zaletą tego piwa wręcz bardzo aksamitne i naprawdę przyjemne w piciu. PIANA- szybko znika. GAZ- przydałoby się troszkę więcej gazu- kto jak lubi. Piwo zakupione 10.06.18 i jestem przekonany że zagości w moim menu. Zdecydowanie polecam jeżeli szukasz smaku lekkiego z nutami owocowymi świetnie orzeźwia.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic
